1	16,86
2	16,13
3	15,99
4	17,21
5	17,04
6	16,65
7	15,5
8	14,01
9	14
10	14,74
11	14,29
12	14,52
13	15,58
14	15,93
15	15,85
16	15,58
17	15,3
18	15,46
19	14,66
20	16
21	15,44
22	15,83
23	15,66
24	16,15
25	15,86
26	15,7
27	15,58
28	15,6
29	15,45
30	14,74
31	14,85
32	14,76
33	14,36
34	14,35
35	14,34
36	14,01
37	14,24
38	14,42
39	14,41
40	14,78
41	14,87
42	14,66
43	15,5
44	15,5
45	15,75
46	15,66
47	15,33
48	15,48
49	15,66
50	15,9
51	15,68
52	15,75
53	15,82
54	15,79
55	15,77
56	16
57	15,99
58	16,04
59	15,8
60	15,62
61	14,84
62	15,02
63	15,02
64	14,89
65	15,34
66	14,96
67	14,7
68	15,1
69	15,05
70	15,58
71	15,62
72	15,82
73	15,84
74	15,86
75	15,61
76	15,92
77	16,09
78	15,7
79	15,56
80	15,18
81	15,52
82	15,11
83	15,32
84	15,1
85	15,18
86	14,55
87	14,5
88	14,31
89	14,37
90	13,59
91	14,2
92	13,71
93	13,16
94	13,6
95	13
96	13,66
97	13,57
98	13,48
99	13,77
100	13,95
101	14,45
102	14,45
103	14,49
104	14,67
105	14,85
106	14,57
107	14,53
108	14,7
109	14,94
110	14,68
111	14,65
112	14,08
113	14,28
114	14,1
115	13,6
116	13,88
117	14,03
118	14,34
119	14
120	13,73
121	13,97
122	13,99
123	14,16
124	13,6
125	14,21
126	14,08
127	14,14
128	14,73
129	14,82
130	15,45
131	15,68
132	15,7
133	15,61
134	13,15
135	13,62
136	13,4
137	13,49
138	14,05
139	13,74
140	13,68
141	13,68
142	13,36
143	12,96
144	12,82
145	13,05
146	13,18
147	13,18
148	12,87
149	12,84
150	12,85
151	12,9
152	12,94
153	12,62
154	12,62
155	12,28
156	12,29
157	11,86
158	11,64
159	12,04
160	11,93
161	12,27
162	12,21
163	12,08
164	12,18
165	12,37
166	12,36
167	12,43
168	12,21
169	12,17
170	11,93
171	11,98
172	12,33
173	12,94
174	12,87
175	13,05
176	12,89
177	12,94
178	13,23
179	13,1
180	12,69
181	12,88
182	13,22
183	13,06
184	13
185	13,13
186	13,29
187	13,12
188	13,51
189	13,31
190	13,4
191	13,55
192	13,49
193	13,52
194	13,19
195	12,95
196	13,08
197	13,15
198	13,13
199	13,05
200	13,6
201	13,34
202	13,79
203	13,76
204	13,8
205	13,88
206	13,87
207	13,85
208	13,45
209	13,65
210	14,02
211	14,17
212	14,41
213	15,02
214	15,02
215	14,71
216	14,99
217	14,87
218	15,03
219	15,04
220	15,04
221	15,04
222	15,14
223	15,87
224	15,67
225	15,69
226	15,84
227	15,56
228	15,31
229	15,34
230	15,3
231	15,4
232	15,98
233	15,66
234	15,9
235	15,69
236	15,89
237	16,19
238	16,08
239	16,08
240	16,08
241	16,12
242	16,13
243	16,16
244	16,15
245	16,22
246	16,2
247	16,51
248	16,72
249	16,73
250	17,03
251	16,78
252	16,77
253	16,9
254	16,9
255	16,94
256	17,43
257	16,5
258	16,95
259	16,72
260	16,72
261	16,64
262	15,35
263	15,35
264	15,81
265	16,02
266	16,02
267	15,9
268	16,11
269	16,19
270	16,1
271	15,87
272	15,84
273	15,33
274	15,38
275	15,61
276	15,48
277	15,31
278	15,52
279	15,26
280	15,35
281	15,38
282	15,49
283	15,18
284	15,01
285	14,95
286	15,22
287	15,14
288	15,24
289	15,86
290	15,75
291	15,75
292	15,97
293	16,05
294	16,1
295	16,1
296	16,55
297	16,7
298	16,73
299	16,83
300	17,03
301	17,03
302	16,8
303	17,25
304	17,3
305	17,35
306	17,65
307	18,36
308	18,22
309	18,26
310	18,47
311	18,24
312	19,34
313	19,34
314	19,93
315	19,85
316	19,49
